Hyperacrius wynnei,no,Hyperacrius wynnei
Hypogeomys antimena,no,Hypogeomys antimena
Hystrix africaeaustralis,no,Hystrix africaeaustralis
Hystrix brachyura,no,Hystrix brachyura
Hystrix crassispinis,no,Hystrix crassispinis
Hystrix cristata,no,Hystrix cristata
Hystrix indica,no,Hystrix indica
Hystrix javanica,no,Hystrix javanica
Hystrix pumila,no,Hystrix pumila
Hystrix sumatrae,no,Hystrix sumatrae
Ichthyomys hydrobates,no,Ichthyomys hydrobates
Ichthyomys pittieri,no,Ichthyomys pittieri
Ichthyomys stolzmanni,no,Ichthyomys stolzmanni
Ichthyomys tweedii,no,Ichthyomys tweedii
Idiurus macrotis,no,Idiurus macrotis
Idiurus zenkeri,no,Idiurus zenkeri
Iomys horsfieldii,no,Iomys horsfieldii
Iomys sipora,no,Iomys sipora
Irenomys tarsalis,no,Irenomys tarsalis
Isothrix bistriata,no,Isothrix bistriata
Isothrix negrensis,no,Isothrix negrensis
Isothrix pagurus,no,Isothrix pagurus
Isothrix sinnamariensis,no,Isothrix sinnamariensis
Kerodon acrobata,no,Kerodon acrobata
Kerodon rupestris,no,Kerodon rupestris
Komodomys rintjanus,no,Komodomys rintjanus
Kunsia tomentosus,no,Kunsia tomentosus
Lagidium viscacia,no,Lagidium viscacia
Lagidium wolffsohni,no,Lagidium wolffsohni
Margaretamys beccarii,no,Margaretamys beccarii
Meriones meridianus,no,Meriones meridianus
Meriones persicus,no,Meriones persicus
Meriones rex,no,Meriones rex
Meriones sacramenti,no,Meriones sacramenti
Meriones shawi,no,Meriones shawi
Meriones tamariscinus,no,Meriones tamariscinus
Meriones tristrami,no,Meriones tristrami
Meriones unguiculatus,no,Meriones unguiculatus
Meriones vinogradovi,no,Meriones vinogradovi
Meriones zarudnyi,no,Meriones zarudnyi
Mesembriomys gouldii,no,Mesembriomys gouldii
Mesembriomys macrurus,no,Mesembriomys macrurus
Melanomys caliginosus,no,Melanomys caliginosus
Melanomys robustulus,no,Melanomys robustulus
Melanomys zunigae,no,Melanomys zunigae
Melasmothrix naso,no,Melasmothrix naso
Monticolomys koopmani,no,Monticolomys koopmani
Marmota baibacina,no,Marmota baibacina
Marmota bobak,no,Marmota bobak
Marmota broweri,no,Marmota broweri
Marmota caligata,no,Marmota caligata
Marmota camtschatica,no,Marmota camtschatica
Marmota caudata,no,Marmota caudata
Marmota flaviventris,no,Marmota flaviventris
Marmota himalayana,no,Marmota himalayana
Marmota marmota,no,Marmota marmota
Marmota menzbieri,no,Marmota menzbieri
Marmota monax,no,Marmota monax
Marmota olympus,no,Marmota olympus
Marmota sibirica,no,Marmota sibirica
Lemmus amurensis,no,Lemmus amurensis
Lemmus lemmus,no,Lemmus lemmus
Lemmus portenkoi,no,Lemmus portenkoi
Lemmus sibiricus,no,Lemmus sibiricus
Lemmus trimucronatus,no,Lemmus trimucronatus
Lemniscomys barbarus,no,Lemniscomys barbarus
Lemniscomys bellieri,no,Lemniscomys bellieri
Lemniscomys griselda,no,Lemniscomys griselda
Lemniscomys hoogstraali,no,Lemniscomys hoogstraali
Lasiopodomys brandtii,no,Lasiopodomys brandtii
Lasiopodomys fuscus,no,Lasiopodomys fuscus
Lasiopodomys mandarinus,no,Lasiopodomys mandarinus
Lemniscomys linulus,no,Lemniscomys linulus
Lemniscomys macculus,no,Lemniscomys macculus
Lemniscomys mittendorfi,no,Lemniscomys mittendorfi
Lemniscomys rosalia,no,Lemniscomys rosalia
Lemniscomys roseveari,no,Lemniscomys roseveari
Lemniscomys striatus,no,Lemniscomys striatus
Lemniscomys zebra,no,Lemniscomys zebra
Lenomys meyeri,no,Lenomys meyeri
Lenothrix canus,no,Lenothrix canus
Lenoxus apicalis,no,Lenoxus apicalis
Leopoldamys ciliatus,no,Leopoldamys ciliatus
Leopoldamys edwardsi,no,Leopoldamys edwardsi
Leopoldamys milleti,no,Leopoldamys milleti
Leopoldamys neilli,no,Leopoldamys neilli
Leopoldamys sabanus,no,Leopoldamys sabanus
Leopoldamys siporanus,no,Leopoldamys siporanus
Leporillus apicalis,no,Leporillus apicalis
Leporillus conditor,no,Leporillus conditor
Leptomys elegans,no,Leptomys elegans
Leptomys ernstmayri,no,Leptomys ernstmayri
Leptomys signatus,no,Leptomys signatus
Limnomys bryophilus,no,Limnomys bryophilus
Limnomys sibuanus,no,Limnomys sibuanus
Lonchothrix emiliae,no,Lonchothrix emiliae
Lophiomys imhausi,no,Lophiomys imhausi
Lophuromys brevicaudus,no,Lophuromys brevicaudus
Lophuromys chrysopus,no,Lophuromys chrysopus
Lophuromys dieterleni,no,Lophuromys dieterleni
Lophuromys eisentrauti,no,Lophuromys eisentrauti
Lophuromys flavopunctatus,no,Lophuromys flavopunctatus
Lophuromys huttereri,no,Lophuromys huttereri
Lophuromys luteogaster,no,Lophuromys luteogaster
Lophuromys medicaudatus,no,Lophuromys medicaudatus
Lophuromys melanonyx,no,Lophuromys melanonyx
Lophuromys nudicaudus,no,Lophuromys nudicaudus
Lophuromys rahmi,no,Lophuromys rahmi
Lophuromys roseveari,no,Lophuromys roseveari
Lophuromys sikapusi,no,Lophuromys sikapusi
Lophuromys woosnami,no,Lophuromys woosnami
Lorentzimys nouhuysi,no,Lorentzimys nouhuysi
Loxodontomys micropus,no,Loxodontomys micropus
Loxodontomys pikumche,no,Loxodontomys pikumche
Lundomys molitor,no,Lundomys molitor
Meriones dahli,no,Meriones dahli
Meriones grandis,no,Meriones grandis
Meriones hurrianae,no,Meriones hurrianae
Meriones libycus,no,Meriones libycus
Mesocapromys angelcabrerai,no,Mesocapromys angelcabrerai
Mesocapromys auritus,no,Mesocapromys auritus
Mesocapromys nanus,no,Mesocapromys nanus
Mesocapromys sanfelipensis,no,Mesocapromys sanfelipensis
Mesocricetus auratus,no,Mesocricetus auratus
Mesocricetus brandti,no,Mesocricetus brandti
Mesocricetus newtoni,no,Mesocricetus newtoni
Mesocricetus raddei,no,Mesocricetus raddei
Mesomys hispidus,no,Mesomys hispidus
Mesomys leniceps,no,Mesomys leniceps
Mesomys occultus,no,Mesomys occultus
Mesomys stimulax,no,Mesomys stimulax
Macrotarsomys bastardi,no,Macrotarsomys bastardi
Macrotarsomys ingens,no,Macrotarsomys ingens
Macruromys elegans,no,Macruromys elegans
Macruromys major,no,Macruromys major
Madromys blanfordi,no,Madromys blanfordi
Makalata didelphoides,no,Makalata didelphoides
Makalata macrura,no,Makalata macrura
Malacomys cansdalei,no,Malacomys cansdalei
Malacomys edwardsi,no,Malacomys edwardsi
Malacomys longipes,no,Malacomys longipes
Malacothrix typica,no,Malacothrix typica
Mallomys aroaensis,no,Mallomys aroaensis
Mallomys gunung,no,Mallomys gunung
Mallomys istapantap,no,Mallomys istapantap
Mallomys rothschildi,no,Mallomys rothschildi
Mammelomys lanosus,no,Mammelomys lanosus
Mammelomys rattoides,no,Mammelomys rattoides
Marmota vancouverensis,no,Marmota vancouverensis
Massoutiera mzabi,no,Massoutiera mzabi
Mastacomys fuscus,no,Mastacomys fuscus
Mastomys awashensis,no,Mastomys awashensis
Mastomys coucha,no,Mastomys coucha
Mastomys erythroleucus,no,Mastomys erythroleucus
Mastomys huberti,no,Mastomys huberti
Mastomys kollmannspergeri,no,Mastomys kollmannspergeri
Mastomys natalensis,no,Mastomys natalensis
Mastomys pernanus,no,Mastomys pernanus
Mastomys shortridgei,no,Mastomys shortridgei
Maxomys alticola,no,Maxomys alticola
Maxomys baeodon,no,Maxomys baeodon
Maxomys bartelsii,no,Maxomys bartelsii
Maxomys dollmani,no,Maxomys dollmani
Maxomys hellwaldii,no,Maxomys hellwaldii
Maxomys hylomyoides,no,Maxomys hylomyoides
Maxomys inas,no,Maxomys inas
Maxomys inflatus,no,Maxomys inflatus
Maxomys moi,no,Maxomys moi
Maxomys musschenbroekii,no,Maxomys musschenbroekii
Maxomys ochraceiventer,no,Maxomys ochraceiventer
Maxomys pagensis,no,Maxomys pagensis
Maxomys panglima,no,Maxomys panglima
Maxomys rajah,no,Maxomys rajah
Maxomys surifer,no,Maxomys surifer
Maxomys wattsi,no,Maxomys wattsi
Maxomys whiteheadi,no,Maxomys whiteheadi
Megadendromus nikolausi,no,Megadendromus nikolausi
Megadontomys cryophilus,no,Megadontomys cryophilus
Megadontomys nelsoni,no,Megadontomys nelsoni
Megadontomys thomasi,no,Megadontomys thomasi
Melomys aerosus,no,Melomys aerosus
Melomys arcium,no,Melomys arcium
Melomys bannisteri,no,Melomys bannisteri
Melomys bougainville,no,Melomys bougainville
Melomys burtoni,no,Melomys burtoni
Melomys capensis,no,Melomys capensis
Melomys caurinus,no,Melomys caurinus
Melomys cervinipes,no,Melomys cervinipes
Melomys cooperae,no,Melomys cooperae
Melomys dollmani,no,Melomys dollmani
Melomys fraterculus,no,Melomys fraterculus
Melomys frigicola,no,Melomys frigicola
Melomys fulgens,no,Melomys fulgens
Melomys howi,no,Melomys howi
Melomys leucogaster,no,Melomys leucogaster
Melomys lutillus,no,Melomys lutillus
Melomys matambuai,no,Melomys matambuai
Melomys obiensis,no,Melomys obiensis
Melomys paveli,no,Melomys paveli
Melomys rubicola,no,Melomys rubicola
Melomys rufescens,no,Melomys rufescens
Melomys talaudium,no,Melomys talaudium
Menetes berdmorei,no,Menetes berdmorei
Meriones arimalius,no,Meriones arimalius
Meriones chengi,no,Meriones chengi
Meriones crassus,no,Meriones crassus
Microtus lusitanicus,no,Microtus lusitanicus
Microtus majori,no,Microtus majori
Microtus maximowiczii,no,Microtus maximowiczii
Microtus mexicanus,no,Microtus mexicanus
Microtus middendorffii,no,Microtus middendorffii
Microtus miurus,no,Microtus miurus
Microtus mongolicus,no,Microtus mongolicus
Microtus montanus,no,Microtus montanus
Microtus montebelli,no,Microtus montebelli
Microtus mujanensis,no,Microtus mujanensis
Microtus multiplex,no,Microtus multiplex
Microtus oaxacensis,no,Microtus oaxacensis
Microtus ochrogaster,no,Microtus ochrogaster
Microtus oeconomus,no,Microtus oeconomus
Microtus oregoni,no,Microtus oregoni
Microtus paradoxus,no,Microtus paradoxus
Microtus pennsylvanicus,no,Microtus pennsylvanicus
Microtus pinetorum,no,Microtus pinetorum
Microtus qazvinensis,no,Microtus qazvinensis
Microtus quasiater,no,Microtus quasiater
Microtus richardsoni,no,Microtus richardsoni
Microtus sachalinensis,no,Microtus sachalinensis
Microtus savii,no,Microtus savii
Microtus schelkovnikovi,no,Microtus schelkovnikovi
Microtus schidlovskii,no,Microtus schidlovskii
Microtus socialis,no,Microtus socialis
Microtus subterraneus,no,Microtus subterraneus
Microtus tatricus,no,Microtus tatricus
Microtus thomasi,no,Microtus thomasi
Microtus townsendii,no,Microtus townsendii
Microtus transcaspicus,no,Microtus transcaspicus
Microtus umbrosus,no,Microtus umbrosus
Microtus xanthognathus,no,Microtus xanthognathus
Millardia gleadowi,no,Millardia gleadowi
Millardia kathleenae,no,Millardia kathleenae
Millardia kondana,no,Millardia kondana
Millardia meltada,no,Millardia meltada
Necromys punctulatus,no,Necromys punctulatus
Necromys temchuki,no,Necromys temchuki
Necromys urichi,no,Necromys urichi
Nectomys apicalis,no,Nectomys apicalis
Nectomys palmipes,no,Nectomys palmipes
Nectomys rattus,no,Nectomys rattus
Nectomys squamipes,no,Nectomys squamipes
Muriculus imberbis,no,Muriculus imberbis
Micaelamys granti,no,Micaelamys granti
Micaelamys namaquensis,no,Micaelamys namaquensis
Microakodontomys transitorius,no,Microakodontomys transitorius
Microcavia australis,no,Microcavia australis
Microcavia niata,no,Microcavia niata
Microcavia shiptoni,no,Microcavia shiptoni
Microdillus peeli,no,Microdillus peeli
Microdipodops megacephalus,no,Microdipodops megacephalus
Microdipodops pallidus,no,Microdipodops pallidus
Microhydromys richardsoni,no,Microhydromys richardsoni
Micromys minutus,no,Micromys minutus
Microryzomys altissimus,no,Microryzomys altissimus
Microryzomys minutus,no,Microryzomys minutus
Microsciurus alfari,no,Microsciurus alfari
Microsciurus flaviventer,no,Microsciurus flaviventer
Microsciurus mimulus,no,Microsciurus mimulus
Microsciurus santanderensis,no,Microsciurus santanderensis
Microtus abbreviatus,no,Microtus abbreviatus
Microtus agrestis,no,Microtus agrestis
Microtus anatolicus,no,Microtus anatolicus
Microtus arvalis,no,Microtus arvalis
Microtus bavaricus,no,Microtus bavaricus
Microtus brachycercus,no,Microtus brachycercus
Microtus breweri,no,Microtus breweri
Microtus cabrerae,no,Microtus cabrerae
Microtus californicus,no,Microtus californicus
Microtus canicaudus,no,Microtus canicaudus
Microtus chrotorrhinus,no,Microtus chrotorrhinus
Microtus clarkei,no,Microtus clarkei
Microtus daghestanicus,no,Microtus daghestanicus
Microtus dogramacii,no,Microtus dogramacii
Mysateles prehensilis,no,Mysateles prehensilis
Mystromys albicaudatus,no,Mystromys albicaudatus
Microtus duodecimcostatus,no,Microtus duodecimcostatus
Microtus evoronensis,no,Microtus evoronensis
Microtus felteni,no,Microtus felteni
Microtus fortis,no,Microtus fortis
Microtus gerbei,no,Microtus gerbei
Microtus gregalis,no,Microtus gregalis
Microtus guatemalensis,no,Microtus guatemalensis
Microtus guentheri,no,Microtus guentheri
Microtus ilaeus,no,Microtus ilaeus
Microtus irani,no,Microtus irani
Microtus kikuchii,no,Microtus kikuchii
Microtus levis,no,Microtus levis
Microtus liechtensteini,no,Microtus liechtensteini
Microtus limnophilus,no,Microtus limnophilus
Microtus longicaudus,no,Microtus longicaudus
Mus baoulei,no,Mus baoulei
Mus booduga,no,Mus booduga
Mus bufo,no,Mus bufo
Mus callewaerti,no,Mus callewaerti
Mus caroli,no,Mus caroli
Mus cervicolor,no,Mus cervicolor
Mus cookii,no,Mus cookii
Mus crociduroides,no,Mus crociduroides
Mus famulus,no,Mus famulus
Mus fernandoni,no,Mus fernandoni
Mus fragilicauda,no,Mus fragilicauda
Mus goundae,no,Mus goundae
Mus haussa,no,Mus haussa
Mus indutus,no,Mus indutus
Mus macedonicus,no,Mus macedonicus
Mus mahomet,no,Mus mahomet
Mus mattheyi,no,Mus mattheyi
Mus mayori,no,Mus mayori
Mus minutoides,no,Mus minutoides
Mus musculoides,no,Mus musculoides
Mus musculus,no,Mus musculus
Mus neavei,no,Mus neavei
Mus oubanguii,no,Mus oubanguii
Mus pahari,no,Mus pahari
Mus phillipsi,no,Mus phillipsi
Mus platythrix,no,Mus platythrix
Mus saxicola,no,Mus saxicola
Mus setulosus,no,Mus setulosus
Mus setzeri,no,Mus setzeri
Mus shortridgei,no,Mus shortridgei
Mus sorella,no,Mus sorella
Mus spicilegus,no,Mus spicilegus
Mus spretus,no,Mus spretus
Mus tenellus,no,Mus tenellus
Mus terricolor,no,Mus terricolor
Mus triton,no,Mus triton
Mus vulcani,no,Mus vulcani
Muscardinus avellanarius,no,Muscardinus avellanarius
Mylomys dybowskii,no,Mylomys dybowskii
Mylomys rex,no,Mylomys rex
Myocastor coypus,no,Myocastor coypus
Myodes andersoni,no,Myodes andersoni
Myodes californicus,no,Myodes californicus
Myodes centralis,no,Myodes centralis
Myodes gapperi,no,Myodes gapperi
Myodes glareolus,no,Myodes glareolus
Myodes regulus,no,Myodes regulus
Myodes rex,no,Myodes rex
Myodes rufocanus,no,Myodes rufocanus
Myodes rutilus,no,Myodes rutilus
Myodes shanseius,no,Myodes shanseius
Myodes smithii,no,Myodes smithii
Myomimus personatus,no,Myomimus personatus
Myomimus roachi,no,Myomimus roachi
Myomimus setzeri,no,Myomimus setzeri
Myomyscus angolensis,no,Myomyscus angolensis
Myomyscus brockmani,no,Myomyscus brockmani
Myomyscus verreauxii,no,Myomyscus verreauxii
Myomyscus yemeni,no,Myomyscus yemeni
Myoprocta acouchy,no,Myoprocta acouchy
Myoprocta pratti,no,Myoprocta pratti
Myopus schisticolor,no,Myopus schisticolor
Myosciurus pumilio,no,Myosciurus pumilio
Myospalax aspalax,no,Myospalax aspalax
Myospalax myospalax,no,Myospalax myospalax
Myospalax psilurus,no,Myospalax psilurus
Nannosciurus melanotis,no,Nannosciurus melanotis
Napaeozapus insignis,no,Napaeozapus insignis
Neacomys dubosti,no,Neacomys dubosti
Neacomys guianae,no,Neacomys guianae
Neacomys minutus,no,Neacomys minutus
Neacomys musseri,no,Neacomys musseri
Neacomys paracou,no,Neacomys paracou
Neacomys pictus,no,Neacomys pictus
Neacomys spinosus,no,Neacomys spinosus
Neacomys tenuipes,no,Neacomys tenuipes
Necromys amoenus,no,Necromys amoenus
Necromys benefactus,no,Necromys benefactus
Necromys lactens,no,Necromys lactens
Necromys lasiurus,no,Necromys lasiurus
Necromys lenguarum,no,Necromys lenguarum
Necromys obscurus,no,Necromys obscurus
Nelsonia goldmani,no,Nelsonia goldmani
Nelsonia neotomodon,no,Nelsonia neotomodon
Neodon forresti,no,Neodon forresti
Neodon irene,no,Neodon irene
Neodon juldaschi,no,Neodon juldaschi
Neodon sikimensis,no,Neodon sikimensis
Neofiber alleni,no,Neofiber alleni
Neotoma albigula,no,Neotoma albigula
Neotoma angustapalata,no,Neotoma angustapalata
Neotoma bryanti,no,Neotoma bryanti
Neotoma chrysomelas,no,Neotoma chrysomelas
Neotoma cinerea,no,Neotoma cinerea
Neotoma devia,no,Neotoma devia
Neotoma floridana,no,Neotoma floridana
Neotoma fuscipes,no,Neotoma fuscipes
Neotoma goldmani,no,Neotoma goldmani
Neotoma lepida,no,Neotoma lepida
Neotoma leucodon,no,Neotoma leucodon
Neotoma macrotis,no,Neotoma macrotis
Neotoma magister,no,Neotoma magister
Neotoma mexicana,no,Neotoma mexicana
Pelomys campanae,no,Pelomys campanae
Pelomys fallax,no,Pelomys fallax
Pelomys hopkinsi,no,Pelomys hopkinsi
Pelomys isseli,no,Pelomys isseli
Pelomys minor,no,Pelomys minor
Oecomys concolor,no,Oecomys concolor
Oecomys flavicans,no,Oecomys flavicans
Oecomys mamorae,no,Oecomys mamorae
Oecomys paricola,no,Oecomys paricola
Oecomys phaeotis,no,Oecomys phaeotis
Oecomys rex,no,Oecomys rex
Oecomys roberti,no,Oecomys roberti
Oecomys rutilus,no,Oecomys rutilus
Oecomys speciosus,no,Oecomys speciosus
Oecomys superans,no,Oecomys superans
Oecomys trinitatis,no,Oecomys trinitatis
Oenomys hypoxanthus,no,Oenomys hypoxanthus
Oenomys ornatus,no,Oenomys ornatus
Olallamys albicauda,no,Olallamys albicauda
Olallamys edax,no,Olallamys edax
Oligoryzomys andinus,no,Oligoryzomys andinus
Oligoryzomys arenalis,no,Oligoryzomys arenalis
Oligoryzomys brendae,no,Oligoryzomys brendae
Oligoryzomys chacoensis,no,Oligoryzomys chacoensis
Oligoryzomys delticola,no,Oligoryzomys delticola
Oligoryzomys destructor,no,Oligoryzomys destructor
Oligoryzomys eliurus,no,Oligoryzomys eliurus
Oligoryzomys flavescens,no,Oligoryzomys flavescens
Oligoryzomys fornesi,no,Oligoryzomys fornesi
Oligoryzomys fulvescens,no,Oligoryzomys fulvescens
Oligoryzomys griseolus,no,Oligoryzomys griseolus
Oligoryzomys longicaudatus,no,Oligoryzomys longicaudatus
Oligoryzomys magellanicus,no,Oligoryzomys magellanicus
Oligoryzomys microtis,no,Oligoryzomys microtis
Oligoryzomys nigripes,no,Oligoryzomys nigripes
Oligoryzomys stramineus,no,Oligoryzomys stramineus
Oligoryzomys vegetus,no,Oligoryzomys vegetus
Ondatra zibethicus,no,Ondatra zibethicus
Onychomys arenicola,no,Onychomys arenicola
Oryzomys dimidiatus,no,Oryzomys dimidiatus
Oryzomys gorgasi,no,Oryzomys gorgasi
Oryzomys palustris,no,Oryzomys palustris
Neotoma micropus,no,Neotoma micropus
Neotoma nelsoni,no,Neotoma nelsoni
Neotoma palatina,no,Neotoma palatina
Neotoma phenax,no,Neotoma phenax
Neotoma stephensi,no,Neotoma stephensi
Neotomodon alstoni,no,Neotomodon alstoni
Neotomys ebriosus,no,Neotomys ebriosus
Nesokia bunnii,no,Nesokia bunnii
Nesokia indica,no,Nesokia indica
Nesomys audeberti,no,Nesomys audeberti
Nesomys lambertoni,no,Nesomys lambertoni
Nesomys rufus,no,Nesomys rufus
Nesoromys ceramicus,no,Nesoromys ceramicus
Nesoryzomys fernandinae,no,Nesoryzomys fernandinae
Nesoryzomys swarthi,no,Nesoryzomys swarthi
Neusticomys monticolus,no,Neusticomys monticolus
Neusticomys mussoi,no,Neusticomys mussoi
Neusticomys oyapocki,no,Neusticomys oyapocki
Neusticomys peruviensis,no,Neusticomys peruviensis
Neusticomys venezuelae,no,Neusticomys venezuelae
Nilopegamys plumbeus,no,Nilopegamys plumbeus
Niviventer andersoni,no,Niviventer andersoni
Niviventer brahma,no,Niviventer brahma
Niviventer cameroni,no,Niviventer cameroni
Niviventer confucianus,no,Niviventer confucianus
Niviventer coninga,no,Niviventer coninga
Niviventer cremoriventer,no,Niviventer cremoriventer
Niviventer culturatus,no,Niviventer culturatus
Niviventer eha,no,Niviventer eha
Niviventer excelsior,no,Niviventer excelsior
Niviventer fraternus,no,Niviventer fraternus
Niviventer fulvescens,no,Niviventer fulvescens
Niviventer hinpoon,no,Niviventer hinpoon
Niviventer langbianis,no,Niviventer langbianis
Niviventer lepturus,no,Niviventer lepturus
Niviventer niviventer,no,Niviventer niviventer
Niviventer rapit,no,Niviventer rapit
Niviventer tenaster,no,Niviventer tenaster
Notiomys edwardsii,no,Notiomys edwardsii
Notomys alexis,no,Notomys alexis
Notomys aquilo,no,Notomys aquilo
Notomys cervinus,no,Notomys cervinus
Notomys fuscus,no,Notomys fuscus
Notomys mitchellii,no,Notomys mitchellii
Nyctomys sumichrasti,no,Nyctomys sumichrasti
Ochrotomys nuttalli,no,Ochrotomys nuttalli
Octodon bridgesi,no,Octodon bridgesi
Octodon degus,no,Octodon degus
Octodon lunatus,no,Octodon lunatus
Octodon pacificus,no,Octodon pacificus
Octodontomys gliroides,no,Octodontomys gliroides
Octomys mimax,no,Octomys mimax
Oecomys auyantepui,no,Oecomys auyantepui
Oecomys bicolor,no,Oecomys bicolor
Oecomys catherinae,no,Oecomys catherinae
Oecomys cleberi,no,Oecomys cleberi
Onychomys leucogaster,no,Onychomys leucogaster
Onychomys torridus,no,Onychomys torridus
Orthogeomys cavator,no,Orthogeomys cavator
Orthogeomys cuniculus,no,Orthogeomys cuniculus
Orthogeomys grandis,no,Orthogeomys grandis
Orthogeomys heterodus,no,Orthogeomys heterodus
Orthogeomys hispidus,no,Orthogeomys hispidus
Orthogeomys underwoodi,no,Orthogeomys underwoodi
Oryzomys couesi,no,Oryzomys couesi
Osgoodomys banderanus,no,Osgoodomys banderanus
Otomys anchietae,no,Otomys anchietae
Otomys angoniensis,no,Otomys angoniensis
Otomys barbouri,no,Otomys barbouri
Otomys burtoni,no,Otomys burtoni
Otomys cuanzensis,no,Otomys cuanzensis
Otomys denti,no,Otomys denti
Otomys irroratus,no,Otomys irroratus
Otomys lacustris,no,Otomys lacustris
Otomys laminatus,no,Otomys laminatus
Otomys occidentalis,no,Otomys occidentalis
Otomys tropicalis,no,Otomys tropicalis
Otomys typus,no,Otomys typus
Otonyctomys hatti,no,Otonyctomys hatti
Ototylomys phyllotis,no,Ototylomys phyllotis
Oxymycterus amazonicus,no,Oxymycterus amazonicus
Oxymycterus angularis,no,Oxymycterus angularis
Oxymycterus caparoae,no,Oxymycterus caparoae
Oxymycterus dasytrichus,no,Oxymycterus dasytrichus
Oxymycterus delator,no,Oxymycterus delator
Oxymycterus hiska,no,Oxymycterus hiska
Oxymycterus hispidus,no,Oxymycterus hispidus
Oxymycterus hucucha,no,Oxymycterus hucucha
Oxymycterus inca,no,Oxymycterus inca
Oxymycterus josei,no,Oxymycterus josei
Oxymycterus nasutus,no,Oxymycterus nasutus
Oxymycterus paramensis,no,Oxymycterus paramensis
Oxymycterus quaestor,no,Oxymycterus quaestor
Oxymycterus roberti,no,Oxymycterus roberti
Oxymycterus rufus,no,Oxymycterus rufus
Pachyuromys duprasi,no,Pachyuromys duprasi
Palawanomys furvus,no,Palawanomys furvus
Phodopus campbelli,no,Phodopus campbelli
Phodopus roborovskii,no,Phodopus roborovskii
Phodopus sungorus,no,Phodopus sungorus
Phyllomys blainvillii,no,Phyllomys blainvillii
Phyllomys brasiliensis,no,Phyllomys brasiliensis
Phyllomys dasythrix,no,Phyllomys dasythrix
Papagomys armandvillei,no,Papagomys armandvillei
Pappogeomys bulleri,no,Pappogeomys bulleri
Paradipus ctenodactylus,no,Paradipus ctenodactylus
Parahydromys asper,no,Parahydromys asper
Paraleptomys rufilatus,no,Paraleptomys rufilatus
Paraleptomys wilhelmina,no,Paraleptomys wilhelmina
Paramelomys gressitti,no,Paramelomys gressitti
Paramelomys levipes,no,Paramelomys levipes
Paramelomys lorentzii,no,Paramelomys lorentzii
Paramelomys mollis,no,Paramelomys mollis
Paramelomys moncktoni,no,Paramelomys moncktoni
Paramelomys naso,no,Paramelomys naso
Paramelomys platyops,no,Paramelomys platyops
Paramelomys rubex,no,Paramelomys rubex
Paramelomys steini,no,Paramelomys steini
Paraxerus alexandri,no,Paraxerus alexandri
Paraxerus boehmi,no,Paraxerus boehmi
Paraxerus cepapi,no,Paraxerus cepapi
Paraxerus cooperi,no,Paraxerus cooperi
Paraxerus flavovittis,no,Paraxerus flavovittis
Paraxerus lucifer,no,Paraxerus lucifer
Paraxerus ochraceus,no,Paraxerus ochraceus
Paraxerus palliatus,no,Paraxerus palliatus
Paraxerus poensis,no,Paraxerus poensis
Paraxerus vexillarius,no,Paraxerus vexillarius
Paraxerus vincenti,no,Paraxerus vincenti
Parotomys brantsii,no,Parotomys brantsii
Parotomys littledalei,no,Parotomys littledalei
Paruromys dominator,no,Paruromys dominator
Paulamys naso,no,Paulamys naso
Pectinator spekei,no,Pectinator spekei
Pedetes capensis,no,Pedetes capensis
Pedetes surdaster,no,Pedetes surdaster
Perognathus amplus,no,Perognathus amplus
Perognathus fasciatus,no,Perognathus fasciatus
Perognathus flavescens,no,Perognathus flavescens
Perognathus flavus,no,Perognathus flavus
Perognathus inornatus,no,Perognathus inornatus
Perognathus longimembris,no,Perognathus longimembris
Perognathus merriami,no,Perognathus merriami
Perognathus parvus,no,Perognathus parvus
Peromyscus attwateri,no,Peromyscus attwateri
Peromyscus aztecus,no,Peromyscus aztecus
Peromyscus beatae,no,Peromyscus beatae
Peromyscus boylii,no,Peromyscus boylii
Peromyscus bullatus,no,Peromyscus bullatus
Peromyscus californicus,no,Peromyscus californicus
Peromyscus caniceps,no,Peromyscus caniceps
Peromyscus crinitus,no,Peromyscus crinitus
Peromyscus dickeyi,no,Peromyscus dickeyi
Peromyscus difficilis,no,Peromyscus difficilis
Peromyscus eremicus,no,Peromyscus eremicus
Peromyscus eva,no,Peromyscus eva
Peromyscus fraterculus,no,Peromyscus fraterculus
Peromyscus furvus,no,Peromyscus furvus
Peromyscus gossypinus,no,Peromyscus gossypinus
Peromyscus grandis,no,Peromyscus grandis
Peromyscus gratus,no,Peromyscus gratus
Peromyscus guardia,no,Peromyscus guardia
Peromyscus guatemalensis,no,Peromyscus guatemalensis
Peromyscus gymnotis,no,Peromyscus gymnotis
Peromyscus hooperi,no,Peromyscus hooperi
Peromyscus hylocetes,no,Peromyscus hylocetes
Peromyscus interparietalis,no,Peromyscus interparietalis
Peromyscus keeni,no,Peromyscus keeni
Peromyscus leucopus,no,Peromyscus leucopus
Peromyscus levipes,no,Peromyscus levipes
Peromyscus madrensis,no,Peromyscus madrensis
Peromyscus maniculatus,no,Peromyscus maniculatus
Peromyscus mayensis,no,Peromyscus mayensis
Peromyscus megalops,no,Peromyscus megalops
Peromyscus mekisturus,no,Peromyscus mekisturus
Peromyscus melanocarpus,no,Peromyscus melanocarpus
Peromyscus melanophrys,no,Peromyscus melanophrys
Peromyscus melanotis,no,Peromyscus melanotis
Peromyscus melanurus,no,Peromyscus melanurus
